id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,text_to_embed
27152,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Striped Blue Shirt,productDisplayName: Mark Taylor Men Striped Blue Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Men | season: Summer | year: 2012 | usage: Formal
21170,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,s.Oliver Women Printed Grey Top,productDisplayName: s.Oliver Women Printed Grey Top | articleType: Tops | subCategory: Topwear | masterCategory: Apparel | baseColour: Grey | gender: Women | season: Fall | year: 2011 | usage: Casual
2707,Girls,Apparel,Dress,Dresses,Pink,Summer,2011.0,Casual,Disney Kids Girl's Dress Pink Pooh Kidswear,productDisplayName: Disney Kids Girl's Dress Pink Pooh Kidswear | articleType: Dresses | subCategory: Dress | masterCategory: Apparel | baseColour: Pink | gender: Girls | season: Summer | year: 2011 | usage: Casual
9423,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,John Miller Men Blue stripe Black Shirts,productDisplayName: John Miller Men Blue stripe Black Shirts | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Black | gender: Men | season: Fall | year: 2011 | usage: Formal
3823,Unisex,Footwear,Sandal,Sandals,White,Summer,2011.0,Casual,Crocs Unisex Crocband White Sandal,productDisplayName: Crocs Unisex Crocband White Sandal | articleType: Sandals | subCategory: Sandal | masterCategory: Footwear | baseColour: White | gender: Unisex | season: Summer | year: 2011 | usage: Casual
2749,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Classic Polo Men's Grey stripe T-shirt,productDisplayName: Classic Polo Men's Grey stripe T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Grey | gender: Men | season: Summer | year: 2011 | usage: Casual
34225,Men,Apparel,Topwear,Tshirts,Cream,Summer,2013.0,Casual,Proline Men Cream-Coloured T-shirt,productDisplayName: Proline Men Cream-Coloured T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Cream | gender: Men | season: Summer | year: 2013 | usage: Casual
30606,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Sports,Nike Men Running Blue Shorts,productDisplayName: Nike Men Running Blue Shorts | articleType: Shorts | subCategory: Bottomwear | masterCategory: Apparel | baseColour: Blue | gender: Men | season: Summer | year: 2012 | usage: Sports
5889,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Puma Men's Polo Green T-shirt,productDisplayName: Puma Men's Polo Green T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Green | gender: Men | season: Summer | year: 2011 | usage: Casual
46080,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012.0,Sports,ADIDAS Men Blue Sports Shoes,productDisplayName: ADIDAS Men Blue Sports Shoes | articleType: Sports Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Blue | gender: Men | season: Summer | year: 2012 | usage: Sports
16416,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Levi's Men Stripes Grey Tshirts,productDisplayName: Levi's Men Stripes Grey Tshirts | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Grey | gender: Men | season: Fall | year: 2011 | usage: Casual
46607,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,Catwalk Women Silver Heels,productDisplayName: Catwalk Women Silver Heels | articleType: Heels | subCategory: Shoes | masterCategory: Footwear | baseColour: Silver | gender: Women | season: Winter | year: 2012 | usage: Casual
7529,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's Ss Training White T-shirt,productDisplayName: Nike Men's Ss Training White T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Men | season: Summer | year: 2011 | usage: Sports
4863,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,ADIDAS Men Ac Milan Red Black Jersey,productDisplayName: ADIDAS Men Ac Milan Red Black Jersey | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Red | gender: Men | season: Summer | year: 2011 | usage: Sports
16174,Men,Footwear,Sandal,Sandals,Brown,Fall,2011.0,Casual,Enroute Men Leather Brown Sandals,productDisplayName: Enroute Men Leather Brown Sandals | articleType: Sandals | subCategory: Sandal | masterCategory: Footwear | baseColour: Brown | gender: Men | season: Fall | year: 2011 | usage: Casual
11816,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Playboy Men Casual White Casual Shoes,productDisplayName: Playboy Men Casual White Casual Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: White | gender: Men | season: Fall | year: 2011 | usage: Casual
3523,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Myntra Men's I Don't Suffer From Navy Blue T-shirt,productDisplayName: Myntra Men's I Don't Suffer From Navy Blue T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Navy Blue | gender: Men | season: Summer | year: 2011 | usage: Casual
52919,Women,Apparel,Saree,Sarees,White,Fall,2012.0,Ethnic,FNF White Printed Sari,productDisplayName: FNF White Printed Sari | articleType: Sarees | subCategory: Saree | masterCategory: Apparel | baseColour: White | gender: Women | season: Fall | year: 2012 | usage: Ethnic
46811,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Black T-shirt,productDisplayName: Nike Men Black T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Black | gender: Men | season: Summer | year: 2012 | usage: Casual
3826,Unisex,Footwear,Sandal,Sandals,Red,Summer,2011.0,Casual,Crocs Unisex Crocband Red Sandal,productDisplayName: Crocs Unisex Crocband Red Sandal | articleType: Sandals | subCategory: Sandal | masterCategory: Footwear | baseColour: Red | gender: Unisex | season: Summer | year: 2011 | usage: Casual
8754,Unisex,Footwear,Sandal,Sandals,Red,Fall,2011.0,Casual,Crocs Kids Duet Red Floater,productDisplayName: Crocs Kids Duet Red Floater | articleType: Sandals | subCategory: Sandal | masterCategory: Footwear | baseColour: Red | gender: Unisex | season: Fall | year: 2011 | usage: Casual
57121,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Elle Women White Top,productDisplayName: Elle Women White Top | articleType: Tops | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Women | season: Summer | year: 2012 | usage: Casual
16827,Women,Apparel,Topwear,Tshirts,Magenta,Fall,2011.0,Casual,Little Miss Women Printed Magenta T-shirt,productDisplayName: Little Miss Women Printed Magenta T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Magenta | gender: Women | season: Fall | year: 2011 | usage: Casual
44220,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Nike Men Navy Blue Iniesta Football T-shirt,productDisplayName: Nike Men Navy Blue Iniesta Football T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Navy Blue | gender: Men | season: Summer | year: 2012 | usage: Casual
24050,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Locomotive Men Printed Blue T-shirt,productDisplayName: Locomotive Men Printed Blue T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Men | season: Fall | year: 2011 | usage: Casual
34912,Women,Apparel,Topwear,Dupatta,Green,Summer,2012.0,Ethnic,Fabindia Women Mustard Dupatta,productDisplayName: Fabindia Women Mustard Dupatta | articleType: Dupatta | subCategory: Topwear | masterCategory: Apparel | baseColour: Green | gender: Women | season: Summer | year: 2012 | usage: Ethnic
2967,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010.0,Sports,Puma Men's Mid Pixel Black & Silver Canvas Shoe,productDisplayName: Puma Men's Mid Pixel Black & Silver Canvas Shoe | articleType: Sports Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Men | season: Fall | year: 2010 | usage: Sports
39203,Women,Footwear,Shoes,Heels,Multi,Winter,2015.0,Casual,Catwalk Women Multi Colour Flats,productDisplayName: Catwalk Women Multi Colour Flats | articleType: Heels | subCategory: Shoes | masterCategory: Footwear | baseColour: Multi | gender: Women | season: Winter | year: 2015 | usage: Casual
41486,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Locomotive Men Blue T-shirt,productDisplayName: Locomotive Men Blue T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Navy Blue | gender: Men | season: Summer | year: 2012 | usage: Casual
44858,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Red T-shirt,productDisplayName: Puma Men Red T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Red | gender: Men | season: Summer | year: 2012 | usage: Casual
4994,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Fila Men's Barrier Black Silver Shoe,productDisplayName: Fila Men's Barrier Black Silver Shoe | articleType: Sports Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Men | season: Summer | year: 2011 | usage: Sports
37936,Women,Apparel,Dress,Dresses,Orange,Summer,2012.0,Casual,Mineral Women Orange Dress,productDisplayName: Mineral Women Orange Dress | articleType: Dresses | subCategory: Dress | masterCategory: Apparel | baseColour: Orange | gender: Women | season: Summer | year: 2012 | usage: Casual
4439,Unisex,Footwear,Shoes,Casual Shoes,White,Summer,2011.0,Casual,Converse Unisex Strips White Canvas Shoe,productDisplayName: Converse Unisex Strips White Canvas Shoe | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: White | gender: Unisex | season: Summer | year: 2011 | usage: Casual
13455,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Women White Polo T-shirts,productDisplayName: United Colors of Benetton Women White Polo T-shirts | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Women | season: Summer | year: 2011 | usage: Casual
35685,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2013.0,Casual,U.S. Polo Assn. Men Navy Blue Shoes,productDisplayName: U.S. Polo Assn. Men Navy Blue Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Navy Blue | gender: Men | season: Summer | year: 2013 | usage: Casual
34586,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Tonga Women Printed Black Dress,productDisplayName: Tonga Women Printed Black Dress | articleType: Dresses | subCategory: Dress | masterCategory: Apparel | baseColour: Black | gender: Women | season: Summer | year: 2012 | usage: Casual
52479,Women,Apparel,Loungewear and Nightwear,Baby Dolls,White,Winter,2015.0,Casual,Red Rose White Nightdress,productDisplayName: Red Rose White Nightdress | articleType: Baby Dolls | subCategory: Loungewear and Nightwear | masterCategory: Apparel | baseColour: White | gender: Women | season: Winter | year: 2015 | usage: Casual
22352,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,John Players Men Check Green Shirt,productDisplayName: John Players Men Check Green Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Green | gender: Men | season: Fall | year: 2011 | usage: Casual
59132,Men,Apparel,Topwear,Jackets,Black,Summer,2012.0,Casual,Just Natural Men Black Reversible Jacket,productDisplayName: Just Natural Men Black Reversible Jacket | articleType: Jackets | subCategory: Topwear | masterCategory: Apparel | baseColour: Black | gender: Men | season: Summer | year: 2012 | usage: Casual
37804,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Formal,John Players Men Navy Blue Linen Shirt,productDisplayName: John Players Men Navy Blue Linen Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Navy Blue | gender: Men | season: Summer | year: 2012 | usage: Formal
57157,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Elle Women White T-shirt,productDisplayName: Elle Women White T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Women | season: Summer | year: 2012 | usage: Casual
57932,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White T-shirt,productDisplayName: French Connection Men White T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Men | season: Summer | year: 2012 | usage: Casual
24175,Women,Apparel,Topwear,Kurtis,Olive,Fall,2011.0,Ethnic,Aurelia Women Olive Kurti,productDisplayName: Aurelia Women Olive Kurti | articleType: Kurtis | subCategory: Topwear | masterCategory: Apparel | baseColour: Olive | gender: Women | season: Fall | year: 2011 | usage: Ethnic
39963,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,GAS Men Brown Truly Sandals,productDisplayName: GAS Men Brown Truly Sandals | articleType: Sandals | subCategory: Sandal | masterCategory: Footwear | baseColour: Brown | gender: Men | season: Summer | year: 2012 | usage: Casual
19353,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Numero Uno Men Brown Shoes,productDisplayName: Numero Uno Men Brown Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Brown | gender: Men | season: Summer | year: 2012 | usage: Casual
16316,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Peter England Men Printed Navy Blue TShirt,productDisplayName: Peter England Men Printed Navy Blue TShirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Navy Blue | gender: Men | season: Fall | year: 2011 | usage: Casual
38982,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Formal,Arrow Men Green Striped Shirt,productDisplayName: Arrow Men Green Striped Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Green | gender: Men | season: Summer | year: 2012 | usage: Formal
36467,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2013.0,Casual,Spinn Men Zoom Black Shoes,productDisplayName: Spinn Men Zoom Black Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Men | season: Spring | year: 2013 | usage: Casual
39001,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Core Red T-shirt,productDisplayName: Gini and Jony Boys Core Red T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Red | gender: Boys | season: Summer | year: 2012 | usage: Casual
15721,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Nike Men Air Pegasus+ 28 Black Sports Shoes,productDisplayName: Nike Men Air Pegasus+ 28 Black Sports Shoes | articleType: Sports Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Men | season: Fall | year: 2011 | usage: Sports
16054,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,Highlander Men Solid Grey Trouser,productDisplayName: Highlander Men Solid Grey Trouser | articleType: Trousers | subCategory: Bottomwear | masterCategory: Apparel | baseColour: Grey | gender: Men | season: Fall | year: 2011 | usage: Casual
12090,Women,Apparel,Topwear,Kurtas,Cream,Fall,2011.0,Ethnic,W Women Printed Cream Kurtas,productDisplayName: W Women Printed Cream Kurtas | articleType: Kurtas | subCategory: Topwear | masterCategory: Apparel | baseColour: Cream | gender: Women | season: Fall | year: 2011 | usage: Ethnic
52106,Women,Apparel,Topwear,Kurtas,Grey,Summer,2012.0,Ethnic,Myntra Women Grey Printed Kurta,productDisplayName: Myntra Women Grey Printed Kurta | articleType: Kurtas | subCategory: Topwear | masterCategory: Apparel | baseColour: Grey | gender: Women | season: Summer | year: 2012 | usage: Ethnic
5683,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men's Triumphant Black Shoe,productDisplayName: Skechers Men's Triumphant Black Shoe | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Men | season: Winter | year: 2015 | usage: Casual
50148,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Flats,productDisplayName: Rocia Women Black Flats | articleType: Heels | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Women | season: Winter | year: 2012 | usage: Casual
1849,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Inkfruit Mens Unbreakable Mumbai T-shirt,productDisplayName: Inkfruit Mens Unbreakable Mumbai T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Men | season: Summer | year: 2011 | usage: Casual
15484,Women,Apparel,Bottomwear,Capris,Black,Fall,2011.0,Casual,Puma Women TP  Black Capris,productDisplayName: Puma Women TP  Black Capris | articleType: Capris | subCategory: Bottomwear | masterCategory: Apparel | baseColour: Black | gender: Women | season: Fall | year: 2011 | usage: Casual
9222,Unisex,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Unisex Speeder SL Jr White Casual Shoes,productDisplayName: Puma Unisex Speeder SL Jr White Casual Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: White | gender: Unisex | season: Fall | year: 2011 | usage: Casual
5483,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Nike Streegato Black Shoe,productDisplayName: Nike Men's Nike Streegato Black Shoe | articleType: Sports Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Men | season: Summer | year: 2011 | usage: Sports
18639,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Sports,Puma Men V.11 Cat Midnight Navy Tshirts,productDisplayName: Puma Men V.11 Cat Midnight Navy Tshirts | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Navy Blue | gender: Men | season: Fall | year: 2011 | usage: Sports
17757,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Buckaroo Men New Gemma Brown Casual Shoe,productDisplayName: Buckaroo Men New Gemma Brown Casual Shoe | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Brown | gender: Men | season: Winter | year: 2012 | usage: Casual
34020,Boys,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Gini and Jony Boys Printed Orange T-shirt,productDisplayName: Gini and Jony Boys Printed Orange T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Orange | gender: Boys | season: Summer | year: 2012 | usage: Casual
58158,Women,Apparel,Topwear,Shrug,Maroon,Fall,2012.0,Casual,Latin Quarters Women Maroon Shrug,productDisplayName: Latin Quarters Women Maroon Shrug | articleType: Shrug | subCategory: Topwear | masterCategory: Apparel | baseColour: Maroon | gender: Women | season: Fall | year: 2012 | usage: Casual
26638,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,Puma Men Drift Red Casual Shoes,productDisplayName: Puma Men Drift Red Casual Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Red | gender: Men | season: Summer | year: 2012 | usage: Casual
19852,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Pink Shirt,productDisplayName: U.S. Polo Assn. Men Solid Pink Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Pink | gender: Men | season: Fall | year: 2011 | usage: Casual
45400,Women,Footwear,Shoes,Flats,Maroon,Winter,2012.0,Casual,Rocia Women Maroon Sandals,productDisplayName: Rocia Women Maroon Sandals | articleType: Flats | subCategory: Shoes | masterCategory: Footwear | baseColour: Maroon | gender: Women | season: Winter | year: 2012 | usage: Casual
11817,Men,Footwear,Shoes,Casual Shoes,White,Summer,2013.0,Casual,Playboy Men Casual White Casual Shoes,productDisplayName: Playboy Men Casual White Casual Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: White | gender: Men | season: Summer | year: 2013 | usage: Casual
58326,Women,Footwear,Flip Flops,Flip Flops,White,Summer,2012.0,Casual,Lotto Women White Flip Flops,productDisplayName: Lotto Women White Flip Flops | articleType: Flip Flops | subCategory: Flip Flops | masterCategory: Footwear | baseColour: White | gender: Women | season: Summer | year: 2012 | usage: Casual
16136,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Casual,Tokyo Talkies Women Printed Blue Top,productDisplayName: Tokyo Talkies Women Printed Blue Top | articleType: Tops | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Women | season: Fall | year: 2011 | usage: Casual
32591,Women,Apparel,Bottomwear,Skirts,Pink,Summer,2012.0,Casual,ONLY Women Pink Skirt,productDisplayName: ONLY Women Pink Skirt | articleType: Skirts | subCategory: Bottomwear | masterCategory: Apparel | baseColour: Pink | gender: Women | season: Summer | year: 2012 | usage: Casual
17962,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Puma Men Tango Black Slipper,productDisplayName: Puma Men Tango Black Slipper | articleType: Sandals | subCategory: Sandal | masterCategory: Footwear | baseColour: Black | gender: Men | season: Fall | year: 2011 | usage: Casual
52980,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,FNF Printed Green Sari,productDisplayName: FNF Printed Green Sari | articleType: Sarees | subCategory: Saree | masterCategory: Apparel | baseColour: Green | gender: Women | season: Fall | year: 2012 | usage: Ethnic
19135,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Lotto Men Riot Black Sandals,productDisplayName: Lotto Men Riot Black Sandals | articleType: Sandals | subCategory: Sandal | masterCategory: Footwear | baseColour: Black | gender: Men | season: Fall | year: 2011 | usage: Casual
7376,Men,Footwear,Shoes,Casual Shoes,Grey,Winter,2018.0,Casual,Red Tape Men's Grey Casual Shoe,productDisplayName: Red Tape Men's Grey Casual Shoe | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Grey | gender: Men | season: Winter | year: 2018 | usage: Casual
29172,Girls,Apparel,Bottomwear,Skirts,Pink,Summer,2012.0,Casual,United Colors of Benetton Kids Girls Printed Pink Skirt,productDisplayName: United Colors of Benetton Kids Girls Printed Pink Skirt | articleType: Skirts | subCategory: Bottomwear | masterCategory: Apparel | baseColour: Pink | gender: Girls | season: Summer | year: 2012 | usage: Casual
9259,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirt,productDisplayName: Mark Taylor Men Blue Striped Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Blue | gender: Men | season: Fall | year: 2011 | usage: Formal
25967,Women,Apparel,Topwear,Tops,Peach,Summer,2012.0,Casual,Femella Women Peach Top,productDisplayName: Femella Women Peach Top | articleType: Tops | subCategory: Topwear | masterCategory: Apparel | baseColour: Peach | gender: Women | season: Summer | year: 2012 | usage: Casual
54533,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2012.0,Sports,F Sports Men Black Cyber Sports Shoes,productDisplayName: F Sports Men Black Cyber Sports Shoes | articleType: Sports Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Men | season: Fall | year: 2012 | usage: Sports
44880,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black Jamaica Fun T-shirt,productDisplayName: Puma Men Black Jamaica Fun T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Black | gender: Men | season: Summer | year: 2012 | usage: Casual
2605,Women,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,ADIDAS Women's Icon White T-shirt,productDisplayName: ADIDAS Women's Icon White T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Women | season: Fall | year: 2010 | usage: Sports
50850,Women,Apparel,Saree,Sarees,Black,Fall,2012.0,Ethnic,Prafful Black & Beige Sari,productDisplayName: Prafful Black & Beige Sari | articleType: Sarees | subCategory: Saree | masterCategory: Apparel | baseColour: Black | gender: Women | season: Fall | year: 2012 | usage: Ethnic
40320,Women,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,ADIDAS Women Black Adi Weld Shoes,productDisplayName: ADIDAS Women Black Adi Weld Shoes | articleType: Casual Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Women | season: Summer | year: 2012 | usage: Casual
38575,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Sports,Nike Men Breakline Black Track Pants,productDisplayName: Nike Men Breakline Black Track Pants | articleType: Track Pants | subCategory: Bottomwear | masterCategory: Apparel | baseColour: Black | gender: Men | season: Summer | year: 2012 | usage: Sports
41959,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys Rugby Green T-shirt,productDisplayName: Gini and Jony Boys Rugby Green T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Green | gender: Boys | season: Summer | year: 2012 | usage: Casual
31696,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012.0,Ethnic,Folklore Women Printed Orange Kurta,productDisplayName: Folklore Women Printed Orange Kurta | articleType: Kurtas | subCategory: Topwear | masterCategory: Apparel | baseColour: Orange | gender: Women | season: Summer | year: 2012 | usage: Ethnic
12893,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Hush Puppies Men Jungle Brown Formal Shoes,productDisplayName: Hush Puppies Men Jungle Brown Formal Shoes | articleType: Formal Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Brown | gender: Men | season: Fall | year: 2011 | usage: Formal
16030,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Highlander Men Check Grey Shirt,productDisplayName: Highlander Men Check Grey Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: Grey | gender: Men | season: Fall | year: 2011 | usage: Casual
23155,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Mark Taylor Men White Printed T-shirt,productDisplayName: Mark Taylor Men White Printed T-shirt | articleType: Tshirts | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Men | season: Fall | year: 2011 | usage: Casual
50031,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Grey,Summer,2016.0,Casual,Hanes Men Grey Relaxed Sports Pants,productDisplayName: Hanes Men Grey Relaxed Sports Pants | articleType: Lounge Pants | subCategory: Loungewear and Nightwear | masterCategory: Apparel | baseColour: Grey | gender: Men | season: Summer | year: 2016 | usage: Casual
30737,Men,Apparel,Topwear,Waistcoat,Red,Summer,2012.0,Ethnic,Fabindia Men Red Silk Sleeveless Waistcoat,productDisplayName: Fabindia Men Red Silk Sleeveless Waistcoat | articleType: Waistcoat | subCategory: Topwear | masterCategory: Apparel | baseColour: Red | gender: Men | season: Summer | year: 2012 | usage: Ethnic
35490,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Bata Men Remo Black Formal Shoes,productDisplayName: Bata Men Remo Black Formal Shoes | articleType: Formal Shoes | subCategory: Shoes | masterCategory: Footwear | baseColour: Black | gender: Men | season: Summer | year: 2012 | usage: Formal
14516,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White & Green Striped Shirt,productDisplayName: Mark Taylor Men White & Green Striped Shirt | articleType: Shirts | subCategory: Topwear | masterCategory: Apparel | baseColour: White | gender: Men | season: Fall | year: 2011 | usage: Formal
20016,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,United Colors of Benetton Women Printed Pink Top,productDisplayName: United Colors of Benetton Women Printed Pink Top | articleType: Tops | subCategory: Topwear | masterCategory: Apparel | baseColour: Pink | gender: Women | season: Summer | year: 2012 | usage: Casual
